run_key,primary_command,count,run_label,experiment,harness,harness_short,agent,model,mode,audit_id,total_calls,unique_commands,mutation_share,nonzero_exit_share,top_intent,top_primary_command
chatcmpl-tool-abddca69e0bc0981,cat,1,chatcmpl-tool-abddca69e0bc0981,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a48921c62282d4d2,ls,1,chatcmpl-tool-a48921c62282d4d2,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-84b354bfc77ebb1c,cat,1,chatcmpl-tool-84b354bfc77ebb1c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8f082feaff9ca2ab,cat,1,chatcmpl-tool-8f082feaff9ca2ab,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9374a0a35523bfb4,cat,1,chatcmpl-tool-9374a0a35523bfb4,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-823ac42a866685ba,cat,1,chatcmpl-tool-823ac42a866685ba,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b8665d1523d68751,ls,1,chatcmpl-tool-b8665d1523d68751,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-9122aaa79e0ced10,grep,1,chatcmpl-tool-9122aaa79e0ced10,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_search,grep
chatcmpl-tool-96ecc9e730f3d685,sed,1,chatcmpl-tool-96ecc9e730f3d685,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,sed
chatcmpl-tool-b2053f8014439aa6,cat,1,chatcmpl-tool-b2053f8014439aa6,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-bfc6253fdb7e99f9,cat,1,chatcmpl-tool-bfc6253fdb7e99f9,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-833835d19d2ce513,cat,1,chatcmpl-tool-833835d19d2ce513,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-853b2ad15875f4f4,ls,1,chatcmpl-tool-853b2ad15875f4f4,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-a5463c050d31926c,cat,1,chatcmpl-tool-a5463c050d31926c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-aae0b13416a662c3,ls,1,chatcmpl-tool-aae0b13416a662c3,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-9909465423973e30,cat,1,chatcmpl-tool-9909465423973e30,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9618e92a6f491e93,cat,1,chatcmpl-tool-9618e92a6f491e93,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,cat
chatcmpl-tool-a086849e4a8b12d7,cat,1,chatcmpl-tool-a086849e4a8b12d7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8f6c0ad893092dcd,cat,1,chatcmpl-tool-8f6c0ad893092dcd,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a296eea754bf272c,cat,1,chatcmpl-tool-a296eea754bf272c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-ac85196ddbeb03c2,cat,1,chatcmpl-tool-ac85196ddbeb03c2,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a1a7c69ed9d843b6,ls,1,chatcmpl-tool-a1a7c69ed9d843b6,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-9d77dce5b4aad3d6,cat,1,chatcmpl-tool-9d77dce5b4aad3d6,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8d1dda262c2a4e04,cat,1,chatcmpl-tool-8d1dda262c2a4e04,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b8cc8bd3fc4920b0,cat,1,chatcmpl-tool-b8cc8bd3fc4920b0,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-bc4dcb373df743f4,cat,1,chatcmpl-tool-bc4dcb373df743f4,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-917e97be3440c95b,cat,1,chatcmpl-tool-917e97be3440c95b,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-819a9a76c0b7e336,forge,1,chatcmpl-tool-819a9a76c0b7e336,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,build_or_test,forge
chatcmpl-tool-90b1260a1dfc54ab,cat,1,chatcmpl-tool-90b1260a1dfc54ab,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_search,cat
chatcmpl-tool-961ad3e222ff3f66,cat,1,chatcmpl-tool-961ad3e222ff3f66,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_search,cat
chatcmpl-tool-8f64db3bf537540c,mkdir,1,chatcmpl-tool-8f64db3bf537540c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,mkdir
chatcmpl-tool-880b5e13b711311e,grep,1,chatcmpl-tool-880b5e13b711311e,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_search,grep
chatcmpl-tool-bb123e498788a1cb,sed,1,chatcmpl-tool-bb123e498788a1cb,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,sed
chatcmpl-tool-b03a58a3b1d36d7d,cat,1,chatcmpl-tool-b03a58a3b1d36d7d,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-be7b8cd7a1956417,cat,1,chatcmpl-tool-be7b8cd7a1956417,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-997b7498f23d8176,cat,1,chatcmpl-tool-997b7498f23d8176,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9685da82a10e9b2b,ls,1,chatcmpl-tool-9685da82a10e9b2b,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-805b45012d128e09,cat,1,chatcmpl-tool-805b45012d128e09,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a0018d88d931bda5,ls,1,chatcmpl-tool-a0018d88d931bda5,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-aa9dbcbeeadf6260,cat,1,chatcmpl-tool-aa9dbcbeeadf6260,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8bb0a5ebd992d7f0,ls,1,chatcmpl-tool-8bb0a5ebd992d7f0,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-91c5812ccf9e5aae,cat,1,chatcmpl-tool-91c5812ccf9e5aae,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a3b1766c6e7bf726,cat,1,chatcmpl-tool-a3b1766c6e7bf726,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b7379643c09aab06,cat,1,chatcmpl-tool-b7379643c09aab06,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-80fd896a368f0e74,cat,1,chatcmpl-tool-80fd896a368f0e74,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9586c9f14adf81d0,cat,1,chatcmpl-tool-9586c9f14adf81d0,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a9ba0673ac7f81d6,cat,1,chatcmpl-tool-a9ba0673ac7f81d6,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9df8db120a584114,cat,1,chatcmpl-tool-9df8db120a584114,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a7171cf1ba359574,cat,1,chatcmpl-tool-a7171cf1ba359574,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9e51fc14737e3c51,cat,1,chatcmpl-tool-9e51fc14737e3c51,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-beb11cdde3cddd7f,cat,1,chatcmpl-tool-beb11cdde3cddd7f,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-921b910d8ff42a0f,ls,1,chatcmpl-tool-921b910d8ff42a0f,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-b26e3f5d6aff3d8e,cat,1,chatcmpl-tool-b26e3f5d6aff3d8e,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8534a3557361b1b1,cat,1,chatcmpl-tool-8534a3557361b1b1,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-95025817cb6a9175,ls,1,chatcmpl-tool-95025817cb6a9175,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-823d7bef001aa13e,ls,1,chatcmpl-tool-823d7bef001aa13e,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-b235d04938e60631,cat,1,chatcmpl-tool-b235d04938e60631,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8f80d0d183bb6b1c,cat,1,chatcmpl-tool-8f80d0d183bb6b1c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8b987b4297b336db,cat,1,chatcmpl-tool-8b987b4297b336db,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-afdf9ed2cdb5f106,cat,1,chatcmpl-tool-afdf9ed2cdb5f106,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8a4b82e913cb430a,cat,1,chatcmpl-tool-8a4b82e913cb430a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,1.0,code_or_file_inspection,cat
chatcmpl-tool-a84cee2ea34a06b9,ls,1,chatcmpl-tool-a84cee2ea34a06b9,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-ae1ea13e32969a7a,ls,1,chatcmpl-tool-ae1ea13e32969a7a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-83268a06a21b59d7,cat,1,chatcmpl-tool-83268a06a21b59d7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-90c5e34472a6af43,cat,1,chatcmpl-tool-90c5e34472a6af43,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b938949713975def,cat,1,chatcmpl-tool-b938949713975def,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-ad801a8345fcd25c,cat,1,chatcmpl-tool-ad801a8345fcd25c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9ca027111c350d26,cat,1,chatcmpl-tool-9ca027111c350d26,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b4615e1bf6cc759a,cat,1,chatcmpl-tool-b4615e1bf6cc759a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-acdba303812e78ae,mkdir,1,chatcmpl-tool-acdba303812e78ae,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,mkdir
chatcmpl-tool-8248c9d15c6c5a29,cat,1,chatcmpl-tool-8248c9d15c6c5a29,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b64c9f8c8f73a099,echo,1,chatcmpl-tool-b64c9f8c8f73a099,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,echo
chatcmpl-tool-8a50b74fa90016d9,echo,1,chatcmpl-tool-8a50b74fa90016d9,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,echo
chatcmpl-tool-85ea840e78ffea17,cat,1,chatcmpl-tool-85ea840e78ffea17,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9269791ab0567b25,cat,1,chatcmpl-tool-9269791ab0567b25,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-932ba959b5ce0954,cat,1,chatcmpl-tool-932ba959b5ce0954,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9f6dd81a1ea5b9bb,ls,1,chatcmpl-tool-9f6dd81a1ea5b9bb,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-b050f126e02753d5,cat,1,chatcmpl-tool-b050f126e02753d5,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a46678983b7c70d7,ls,1,chatcmpl-tool-a46678983b7c70d7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-8b2ea3a1785c8b12,cat,1,chatcmpl-tool-8b2ea3a1785c8b12,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b277818b6247427a,cat,1,chatcmpl-tool-b277818b6247427a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b89c3b966c9220e0,cat,1,chatcmpl-tool-b89c3b966c9220e0,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8bb791750202184f,ls,1,chatcmpl-tool-8bb791750202184f,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-b4201560045fe332,cat,1,chatcmpl-tool-b4201560045fe332,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-89601e7883f6fa10,ls,1,chatcmpl-tool-89601e7883f6fa10,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-8554edbeefddf4d8,cat,1,chatcmpl-tool-8554edbeefddf4d8,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a9212d2da6ef0b4f,cat,1,chatcmpl-tool-a9212d2da6ef0b4f,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a577f9a3eab19122,cat,1,chatcmpl-tool-a577f9a3eab19122,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-86a1c057819e6e53,cat,1,chatcmpl-tool-86a1c057819e6e53,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b9478b15083539af,cat,1,chatcmpl-tool-b9478b15083539af,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-b6bada7932f36000,cat,1,chatcmpl-tool-b6bada7932f36000,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9b510ea59200189a,ls,1,chatcmpl-tool-9b510ea59200189a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,ls
chatcmpl-tool-ad2dbfca38527e49,cat,1,chatcmpl-tool-ad2dbfca38527e49,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-a39f9028854ef2e7,cat,1,chatcmpl-tool-a39f9028854ef2e7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,cat
chatcmpl-tool-a78cf200f861d6b7,for,1,chatcmpl-tool-a78cf200f861d6b7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,for
chatcmpl-tool-9936d9dcc61186e8,find,1,chatcmpl-tool-9936d9dcc61186e8,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,find
chatcmpl-tool-b773c7a980ef91c7,find,1,chatcmpl-tool-b773c7a980ef91c7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_search,find
chatcmpl-tool-959c67a2fd0579b7,cat,1,chatcmpl-tool-959c67a2fd0579b7,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,cat
chatcmpl-tool-8d95dd8f1cf3138a,cat,1,chatcmpl-tool-8d95dd8f1cf3138a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8367dd4a73bd1427,cat,1,chatcmpl-tool-8367dd4a73bd1427,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9144ca126174ea6d,cat,1,chatcmpl-tool-9144ca126174ea6d,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-806850d414514109,cat,1,chatcmpl-tool-806850d414514109,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-bfb0f5e2d999b99c,cat,1,chatcmpl-tool-bfb0f5e2d999b99c,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-93fedba579b3e78a,cat,1,chatcmpl-tool-93fedba579b3e78a,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-9df0a828e00af42b,cat,1,chatcmpl-tool-9df0a828e00af42b,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,cat
chatcmpl-tool-86074124f6a710f6,cat,1,chatcmpl-tool-86074124f6a710f6,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-aaae65d6eb976fff,cat,1,chatcmpl-tool-aaae65d6eb976fff,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
chatcmpl-tool-8b80a0b5c56658d3,mkdir,1,chatcmpl-tool-8b80a0b5c56658d3,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,mkdir
chatcmpl-tool-81b04199344489cf,mkdir,1,chatcmpl-tool-81b04199344489cf,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,mkdir
chatcmpl-tool-8cacd124bad41d5b,mkdir,1,chatcmpl-tool-8cacd124bad41d5b,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,1.0,0.0,file_or_repo_mutation,mkdir
chatcmpl-tool-9b06aa10396fde11,cat,1,chatcmpl-tool-9b06aa10396fde11,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,1,1,0.0,0.0,code_or_file_inspection,cat
